ID,name,diffsee/pop,diffhear/pop,diffwalk/pop,diffmemo/pop,diffhyg/pop,diffunder/pop,par/pop,dip/pop,men/pop,hiv/pop,hv/pop,tum/pop,tummal/pop,tumlab/pop,tumeso/pop,tumest/pop,tumcol/pop,tumrec/pop,tumfig/pop,tumpan/pop,tumlar/pop,melpel/pop,tummam/pop,tumcolut/pop,tumute/pop,tumova/pop,tumpro/pop,tumrim/pop,tumbex/pop,tumtec/pop,sang/pop,endo/pop,dia/pop,ment/pop,mental/pop,drog/pop,nerv/pop,mengi/pop,circ/pop,cora/pop,card/pop,cere/pop,resp/pop,grip/pop,pneu/pop,cron/pop,asma/pop,dige/pop,ilc/pop,figa/pop,pele/pop,oste/pop,art/pop,geni/pop,rimur/pop,grav/pop,peri/pop,mfcrom/pop,mfnerv/pop,mfcirc/pop,sint/pop,mlact/pop,mdes/pop,lesen/pop,acid/pop,acidtr/pop,queda/pop,enven/pop,suic/pop,hom/pop,leso/pop
16D0102,Albergaria-a-Velha,2.737520129,1.52979066,10.50724638,7.045088567,14.61352657,4.549114332,0.120772947,0.040257649,0,0,0,0.080515298,0.201288245,0.120772947,0,0.120772947,0.483091787,0.201288245,0.161030596,0.161030596,0.362318841,0,0.201288245,0,0,0.040257649,0.241545894,0,0.080515298,0.523349436,0.040257649,0.161030596,0.362318841,0.644122383,0,0,0.322061192,0,0.563607085,0.322061192,1.690821256,1.16747182,0.523349436,0,0.322061192,0.080515298,0,0.483091787,0,0.161030596,0.040257649,0,0,0.201288245,0.322061192,0,0,0,0,0,0.161030596,0,0.442834138,0.362318841,0.201288245,0.161030596,0,0,0.080515298,0,0.040257649
16D0103,Anadia,2.796745605,2.033996804,15.76347523,11.25962516,24.40796164,7.191631556,0.290570972,0.036321371,0,0,0,0.072642743,0.472177829,0.145285486,0.036321371,0.145285486,0.326892343,0.072642743,0,0.181606857,0.399535086,0,0.108964114,0.036321371,0.036321371,0,0.472177829,0.036321371,0.072642743,0.217928229,0.036321371,0.145285486,0.472177829,0.653784687,0,0,0.690106058,0,0.762748801,0.72642743,1.634461717,1.162283888,0.472177829,0,0.435856458,0.217928229,0,0.544820572,0,0.108964114,0.036321371,0.036321371,0.036321371,0.181606857,0.363213715,0,0,0,0,0,0.181606857,0,0.2542496,0.581141944,0.326892343,0.108964114,0.108964114,0,0.108964114,0,0.036321371
16D0105,Aveiro,1.741729871,1.692319095,8.832176298,5.84282432,13.00738691,3.792277096,0.197643106,0,0,0.012352694,0,0.061763471,0.432344294,0.074116165,0.074116165,0.247053882,0.259406577,0.074116165,0.074116165,0.185290412,0.469402377,0.012352694,0.197643106,0,0.012352694,0.012352694,0.197643106,0.012352694,0.074116165,0.197643106,0.049410776,0.135879635,0.135879635,0.518813153,0.024705388,0.012352694,0.321170047,0,0.506460459,0.370580824,0.716456259,1.087037083,0.345875435,0,0.35822813,0.123526941,0.012352694,0.382933518,0,0.222348494,0.024705388,0.049410776,0,0.234701188,0.321170047,0,0.037058082,0.024705388,0,0.012352694,0.135879635,0,0.395286212,0.518813153,0.284111965,0.024705388,0.111174247,0,0.135879635,0.037058082,0.012352694
16D0108,Estarreja,2.517834662,2.174493572,15.79369015,10.6435738,22.58421394,6.637927746,0.22889406,0,0,0,0,0.07629802,0.34334109,0.11444703,0.11444703,0.26704307,0.45778812,0.11444703,0.07629802,0.26704307,0.610384161,0.03814901,0.26704307,0,0,0,0.15259604,0.03814901,0.07629802,0.11444703,0.07629802,0.41963911,0.53408614,0.724831191,0.03814901,0,0.41963911,0,0.53408614,0.15259604,1.411513371,0.57223515,0.49593713,0,0.41963911,0.30519208,0,0.22889406,0,0.15259604,0.19074505,0.07629802,0,0.34334109,0.34334109,0,0.03814901,0,0,0.03814901,0.34334109,0,0.915576241,0.41963911,0.22889406,0.11444703,0,0,0.11444703,0,0
16D0110,Ílhavo,2.089970689,2.268382821,10.01656684,6.958073149,14.85918185,4.740665222,0.178412132,0.025487447,0,0.025487447,0,0.050974895,0.458774054,0.178412132,0.050974895,0.178412132,0.152924685,0.152924685,0.076462342,0.229387027,0.433286606,0.076462342,0.331336817,0.025487447,0.025487447,0.025487447,0.127437237,0.025487447,0.050974895,0.178412132,0,0.127437237,0.229387027,0.356824264,0,0,0.229387027,0,0.484261501,0.407799159,1.146935134,0.99401045,0.280361922,0,0.331336817,0.152924685,0,0.382311711,0.025487447,0.229387027,0,0,0,0.254874474,0.127437237,0,0.025487447,0,0,0,0.152924685,0,0.407799159,0.433286606,0.229387027,0.050974895,0.050974895,0,0.10194979,0,0.050974895
16D0112,Murtosa,1.90912562,1.813669339,13.17296678,6.300114548,16.41848034,5.345551737,0.572737686,0.095456281,0,0,0,0.095456281,0.572737686,0.190912562,0,0.190912562,0.095456281,0.095456281,0,0.095456281,0.190912562,0.190912562,0.190912562,0,0.095456281,0,0.095456281,0.095456281,0.095456281,0.095456281,0,0.095456281,0.286368843,0.95456281,0.095456281,0,0.286368843,0,0.381825124,0.477281405,1.050019091,0.859106529,0.668193967,0,0.572737686,0.381825124,0.095456281,0.286368843,0,0.095456281,0.095456281,0,0.095456281,0.381825124,0.572737686,0,0,0,0,0,0.477281405,0,0.763650248,0.286368843,0.190912562,0,0.095456281,0,0,0.095456281,0
16D0114,Oliveira do Bairro,2.593809441,2.204738025,14.3956424,9.467404461,20.66401522,6.484523604,0.259380944,0,0,0.043230157,0.043230157,0.216150787,0.389071416,0.043230157,0.086460315,0.129690472,0.259380944,0.172920629,0.129690472,0.302611102,0.129690472,0.043230157,0.302611102,0,0.043230157,0,0.043230157,0,0,0.216150787,0,0.216150787,0.216150787,0.432301574,0,0,0.302611102,0,0.82137299,0.778142832,0.778142832,0.951063462,0.432301574,0,0.259380944,0.172920629,0.043230157,0.302611102,0.086460315,0.259380944,0.086460315,0.086460315,0,0.172920629,0.345841259,0,0,0.043230157,0,0,0.302611102,0,0.518761888,0.561992046,0.345841259,0.129690472,0.086460315,0,0.172920629,0,0
16D0115,Ovar,2.420250032,1.874328972,10.02675013,6.78761851,14.9218423,4.258184267,0.200171055,0.018197369,0,0,0.018197369,0.036394737,0.527723691,0.072789475,0.072789475,0.418539479,0.236565793,0.181973687,0.27296053,0.145578949,0.291157899,0.018197369,0.127381581,0.018197369,0.018197369,0,0.127381581,0.054592106,0.054592106,0.145578949,0.018197369,0.090986843,0.291157899,0.509526322,0,0,0.27296053,0,0.564118428,0.436736848,0.655105272,0.709697378,0.600513166,0,0.254763161,0.109184212,0.036394737,0.218368424,0.054592106,0.109184212,0.036394737,0,0.036394737,0.200171055,0.109184212,0.018197369,0,0.018197369,0,0,0.090986843,0,0.473131585,0.527723691,0.382144742,0.072789475,0.090986843,0.018197369,0.090986843,0.018197369,0.036394737
16D0117,Sever do Vouga,2.169393474,2.802133237,17.53593058,12.92596945,25.58076471,8.858356684,0.180782789,0,0,0.090391395,0,0.180782789,0.451956974,0,0,0.090391395,0.180782789,0.090391395,0.090391395,0.361565579,0.361565579,0.090391395,0,0,0,0,0.271174184,0,0.090391395,0.180782789,0,0.180782789,0.451956974,0.632739763,0,0.090391395,0.361565579,0,1.446262316,0.632739763,1.7174365,1.807827895,0.361565579,0,0.361565579,0,0,0.542348368,0.090391395,0,0,0.090391395,0,0.180782789,0.271174184,0,0,0,0,0,0.361565579,0,0.632739763,0.813522553,0.723131158,0.090391395,0.180782789,0.090391395,0.090391395,0,0
16D0118,Vagos,2.621690116,2.40321594,13.37061959,8.782661889,20.01223455,6.073582103,0.218474176,0,0,0.087389671,0,0.131084506,0.524338023,0.087389671,0.043694835,0.087389671,0.174779341,0.131084506,0.087389671,0.174779341,0.174779341,0,0.305863847,0,0.043694835,0,0.043694835,0.043694835,0.043694835,0.131084506,0.043694835,0.087389671,0.349558682,0.436948353,0,0,0.611727694,0,0.480643188,0.699117364,0.873896705,1.267150223,0.524338023,0,0.524338023,0.087389671,0,0.262169012,0,0.087389671,0.043694835,0,0.043694835,0.305863847,0.262169012,0,0,0,0,0,0.786507035,0,0.480643188,0.436948353,0.305863847,0.043694835,0.087389671,0,0.043694835,0,0.043694835
16E0601,Arganil,2.892001808,2.620876638,18.43651152,10.3931315,26.66064166,6.235878897,0.090375056,0,0,0,0,0,0.180750113,0.180750113,0.180750113,0.180750113,0.903750565,0.451875282,0.090375056,0.180750113,0.813375508,0,0.542250339,0,0.090375056,0.090375056,0.632625395,0,0,0.180750113,0.090375056,0.180750113,0.813375508,1.80750113,0,0,0.813375508,0.090375056,0.723000452,0.632625395,1.897876186,1.355625847,0.451875282,0,1.355625847,0.451875282,0,0.813375508,0,0.271125169,0.090375056,0,0,0.180750113,0.361500226,0,0,0,0,0,0.271125169,0,0,1.174875734,0.813375508,0,0.271125169,0,0.180750113,0,0
16E0602,Cantanhede,2.396819829,3.215246112,17.53770607,11.60411552,25.28352625,7.979656261,0.438442652,0,0,0,0,0.02922951,0.526131182,0.175377061,0.08768853,0.08768853,0.292295101,0.08768853,0.146147551,0.350754121,0.233836081,0,0.204606571,0,0.08768853,0.02922951,0.292295101,0,0.11691804,0.467672162,0.08768853,0.11691804,0.263065591,0.496901672,0,0,0.409213142,0,0.555360692,0.672278733,0.964573834,1.403016485,0.350754121,0,0.701508243,0.292295101,0.02922951,0.379983631,0.05845902,0.146147551,0.08768853,0.05845902,0.02922951,0.146147551,0.613819712,0,0,0.02922951,0,0,1.227639425,0,0.11691804,0.555360692,0.409213142,0.05845902,0.204606571,0,0.05845902,0,0.02922951
16E0603,Coimbra,2.400295421,2.20145438,9.302920123,6.980740825,13.94017725,3.621747529,0.276957164,0.007101466,0,0.04971026,0,0.063913192,0.404783547,0.071014657,0.056811726,0.191739575,0.198841041,0.142029315,0.092319055,0.28405863,0.447392342,0.035507329,0.149130781,0.007101466,0.04971026,0.063913192,0.163333712,0.035507329,0.078116123,0.305363027,0.028405863,0.127826383,0.33376889,0.511305533,0.014202931,0,0.326667424,0,0.703045109,0.298261561,0.944494944,0.923190547,0.291160095,0,0.411885013,0.248551301,0.028405863,0.262754232,0.007101466,0.09942052,0.063913192,0.035507329,0.021304397,0.227246904,0.198841041,0,0.007101466,0.021304397,0,0.014202931,0.149130781,0,0.546812862,0.418986479,0.305363027,0.04971026,0.092319055,0,0.035507329,0,0.042608794
16E0604,Condeixa-a-Nova,2.151565862,2.151565862,16.07697825,13.44728664,25.22113316,10.04064069,0.298828592,0,0,0,0,0,0.478125747,0,0,0.179297155,0.179297155,0.239062874,0.179297155,0,0.418360029,0.059765718,0.35859431,0,0.059765718,0.059765718,0.179297155,0,0,0.179297155,0.059765718,0.119531437,0.298828592,0.717188621,0,0,0.478125747,0,0.717188621,0.179297155,0.956251494,0.179297155,0.119531437,0,0.597657184,0.537891465,0,0.478125747,0,0,0.059765718,0.119531437,0,0.239062874,0.35859431,0,0,0,0,0,0,0,0.179297155,0.418360029,0.298828592,0.179297155,0,0,0.119531437,0,0
16E0605,Figueira da Foz,2.137368323,2.459669895,16.65790233,9.652083934,23.30749266,5.988023952,0.25444861,0.016963241,0,0.016963241,0,0.118742685,0.356228054,0.118742685,0.067852963,0.186595647,0.288375091,0.135705925,0.118742685,0.288375091,0.407117776,0.016963241,0.203558888,0.033926481,0.033926481,0.050889722,0.220522129,0.033926481,0.084816203,0.271411851,0.118742685,0.220522129,0.559786942,0.441044257,0,0,0.390154535,0,0.644603145,0.593713423,1.747213788,1.204390087,0.542823701,0,0.627639904,0.288375091,0.050889722,0.441044257,0.016963241,0.067852963,0.135705925,0.033926481,0,0.322301572,0.25444861,0,0.016963241,0,0,0.033926481,0.220522129,0,0.271411851,0.678529626,0.424081016,0.084816203,0.084816203,0.033926481,0.169632407,0.016963241,0.033926481
16E0606,Góis,2.886381527,4.460771451,28.07662031,17.31828916,45.13251115,15.74389924,0,0,0,0,0,0,0.787194962,0,0,0.262398321,0.524796641,0.262398321,0.262398321,0,0.262398321,0,0,0.262398321,0,0,0.262398321,0,0,,,0,1.574389924,1.311991603,0,0,0.787194962,0,2.623983207,1.049593283,1.574389924,1.049593283,1.049593283,0,,1.049593283,0,,0,0,0,0,0,0.262398321,1.049593283,0,0,0,0,0,0.524796641,0,0.262398321,1.836788245,1.836788245,0.262398321,0.524796641,0.262398321,0,0,0
16E0607,Lousã,1.764083265,2.058097142,9.349641303,7.17393861,16.75879101,5.174644243,0.352816653,0.058802775,0,0,0,0.176408326,0.176408326,0.117605551,0.058802775,0.058802775,0.235211102,0.117605551,0,0.117605551,0.176408326,0,0.176408326,0,0.058802775,0.058802775,0.117605551,0,0.058802775,0.352816653,0.058802775,0.058802775,0.058802775,0.117605551,0,0,0.294013877,0,0.529224979,0.294013877,1.058449959,0.940844408,0.117605551,0,0.411619428,0.117605551,0,0.411619428,0,0.058802775,0,0.117605551,0,0.117605551,0.117605551,0,0,0.058802775,0.058802775,0,0,0,0.470422204,0.705633306,0.411619428,0.058802775,0.117605551,0,0.176408326,0,0.058802775
16E0111,Mealhada,2.274136862,2.532561505,11.73247881,8.993177589,19.69195783,4.444903866,0.258424643,0,0,0,0,0,0.310109572,0,0.051684929,0.155054786,0.413479429,0.051684929,0.051684929,0.206739715,0.413479429,0.051684929,0.103369857,0,0.051684929,0,0.258424643,0.051684929,0.051684929,0.258424643,0,0.155054786,0.206739715,0.206739715,0,0,0.413479429,0,0.77527393,0.310109572,1.240438288,2.635931362,0.258424643,0,0.671904073,0,0,0.413479429,0,0.155054786,0.103369857,0,0.051684929,0.258424643,0.361794501,0,0,0.051684929,0,0,0,0,0.155054786,0.361794501,0.206739715,0,0.155054786,0,0.155054786,0,0
16E0608,Mira,3.137125402,2.559233881,15.10773549,11.72294229,22.20754561,8.916040618,0.165111863,0,0,0,0,0.082555932,0.743003385,0.082555932,0.165111863,0.412779658,0.247667795,0.082555932,0.165111863,0.660447453,0.49533559,0,0.49533559,0,0.082555932,0.082555932,0.082555932,0,0,0.247667795,0.082555932,0,0.577891522,0.577891522,0,0,0.412779658,0,0.99067118,0.412779658,0.908115248,1.48600677,0.412779658,0,0.330223727,0.330223727,0,0.577891522,0.082555932,0.165111863,0,0.082555932,0,0.165111863,0.49533559,0,0,0,0,0,1.981342359,0,0.165111863,,,0,0,0,0,0,0.082555932
16E0609,Miranda do Corvo,3.08281953,3.33277787,19.2467922,13.91434761,28.49525079,9.081819697,0,0.083319447,0,0,0,0,0.416597234,0,0.24995834,0.166638894,0.416597234,0,0.166638894,0.166638894,0.333277787,0,0.083319447,0.083319447,0,0,0.083319447,0.083319447,0.083319447,0.166638894,0.166638894,0.416597234,0.499916681,0.583236127,0,0,0.24995834,0,0.916513914,0.666555574,2.249625062,1.416430595,0.499916681,0,0.749875021,0.499916681,0,0.666555574,0,0.083319447,0.083319447,0,0,0.166638894,0,0,0,0,0,0,0,0,0.166638894,1.333111148,0.749875021,0.416597234,0.083319447,0,0.24995834,0.083319447,0.083319447
16E0610,Montemor-o-Velho,2.563998209,2.401204672,15.50608441,8.912946156,22.70969842,5.61637703,0.325587074,0,0,0,0,0.040698384,0.325587074,0.081396769,0.040698384,0.040698384,0.447682227,0.162793537,0.040698384,0.122095153,0.325587074,0,0.162793537,0.040698384,0.040698384,0.040698384,0.162793537,0.081396769,0.162793537,0.447682227,0.081396769,0.325587074,0.56977738,0.56977738,0,0,0.203491921,0,0.488380611,0.529078996,2.563998209,0.895364454,0.406983843,0,0.610475764,0.325587074,0.081396769,0.529078996,0,0.122095153,0.040698384,0.040698384,0,0.244190306,0.447682227,0,0,0,0,0,0.366285458,0,0.244190306,0.732570917,0.610475764,0.081396769,0.28488869,0,0.081396769,0.040698384,0
16E1808,Mortágua,4.239651902,3.793372755,13.94622336,8.702443378,21.97924802,5.578489345,0.334709361,0,0,0,0,0,0.557848935,0.111569787,0,0.892558295,0.111569787,0.223139574,0.223139574,,0.334709361,0.111569787,0.223139574,0.111569787,0,0.223139574,0.334709361,0.111569787,0.334709361,0.334709361,0.111569787,0.111569787,0.111569787,0.892558295,0.111569787,0,0.446279148,0,0.669418721,0.892558295,1.78511659,1.45040723,0.223139574,0,0.446279148,0.111569787,0,0.557848935,0,0,0.334709361,0,0,0.223139574,0.446279148,0,0,0,0,0,0,0,0.223139574,0.669418721,0.669418721,0,0.334709361,0,0,0,0
16E0611,Oliveira do Hospital,2.266522433,2.730129295,16.8958945,11.69319528,26.63163859,8.190387884,0.257559367,0,0,0.051511873,0.051511873,0.051511873,0.412094988,0.051511873,0.051511873,0.360583114,0.257559367,0.103023747,0.206047494,0.15453562,0.618142482,0.103023747,0.15453562,0,0.103023747,0,0.309071241,0,0.206047494,0.206047494,0,0.206047494,0.103023747,0.618142482,0.103023747,0,0.309071241,0,0.566630608,0.463606861,2.472569927,0.772678102,0.463606861,0,0.927213723,0.257559367,0.051511873,0.309071241,0.051511873,0.051511873,0.051511873,0,0,0.103023747,0.309071241,0,0,0,0,0,0.309071241,0,0.15453562,0.463606861,0.309071241,0,0.15453562,0,0.15453562,0,0
16E0612,Pampilhosa da Serra,2.694757472,2.204801568,15.67858893,9.799118079,18.8633023,7.594316512,0.244977952,0,0,0,0,0.244977952,0.489955904,0.489955904,0,0.244977952,0.244977952,0,0.244977952,0,0,0,0.489955904,0,0.244977952,0.244977952,0.244977952,0,0.244977952,0,0,0.734933856,1.469867712,1.22488976,0,0,0.979911808,0,2.939735424,0.734933856,1.714845664,2.204801568,0.734933856,0,1.959823616,0.734933856,0,,0,0.489955904,0,0,0,0.489955904,0,0,0,0,0,0,0,0,0.244977952,1.469867712,1.22488976,0,0.489955904,0.244977952,0.244977952,0,0
16E0613,Penacova,3.050407992,4.041790589,17.23480516,12.96423397,29.66521772,8.312361778,0.381300999,0,0,0,0,0.0762602,0.457561199,0,0.1525204,0.1525204,0.305040799,0.1525204,0.228780599,0.305040799,0.305040799,0,0.381300999,0,0,0,0.1525204,0.228780599,0.0762602,0.228780599,0,0.1525204,0.305040799,1.067642797,0,0,0.762601998,0,1.067642797,0.457561199,1.753984595,1.753984595,0.457561199,0,0.915122398,0.228780599,0,0.381300999,0,0.228780599,0,0,0,0,0.305040799,0,0,0,0,0,0.228780599,0,0.1525204,0.533821399,0.381300999,0,0.1525204,0.0762602,0.0762602,0.0762602,0
16E0614,Penela,3.492647059,4.044117647,23.71323529,13.60294118,36.39705882,6.801470588,0.183823529,0,0,0,0,0,0.919117647,0,0,0,0.367647059,0.367647059,0.183823529,0,0.183823529,0,0,0.367647059,0,0,0.551470588,0,0,0.367647059,0,0.367647059,0.919117647,1.102941176,0,0,0.551470588,0,1.286764706,2.022058824,1.102941176,1.102941176,0.367647059,0,1.286764706,0.367647059,0,0.919117647,0,0.367647059,0,0,0,0.183823529,0,0,0,0,0,0,0,0,0.735294118,1.102941176,0.919117647,0,0.367647059,0,0.183823529,0,0
16E0615,Soure,2.83876948,2.317362841,21.84114478,11.06540757,28.21389259,7.473495163,0.289670355,0,0,0,0,0.115868142,0.521406639,0.231736284,0,0.289670355,0.115868142,0.173802213,0.115868142,0.115868142,0.231736284,0.173802213,0.115868142,0,0,0.057934071,0.463472568,0,0,0.231736284,0.115868142,0.173802213,0.405538497,0.521406639,0,0,0.463472568,0,1.390417705,1.390417705,1.68008806,0.753142923,0.521406639,0,0.405538497,0.637274781,0,0.521406639,0.057934071,0.115868142,0.115868142,0,0.057934071,0.231736284,0.173802213,0,0,0,0,0,0.231736284,0,0.347604426,0.463472568,0.289670355,0.057934071,0.115868142,0,0.057934071,0,0.057934071
16E0616,Tábua,2.150537634,1.433691756,13.08243728,6.810035842,19.53405018,3.76344086,0.537634409,0.089605735,0,0,0,0.089605735,0.716845878,0.089605735,0.17921147,0.268817204,0.268817204,0,0.089605735,0.358422939,0.627240143,0.089605735,0.358422939,0.089605735,0,0.17921147,0.358422939,0,0.268817204,0.537634409,0.17921147,0.268817204,0.17921147,0.985663082,0,0,0.268817204,0,0.716845878,0.537634409,1.612903226,1.344086022,0.537634409,0,0.537634409,0.17921147,0,0.806451613,0,0.17921147,0.358422939,0.17921147,0,0.358422939,0.448028674,0,0,0.089605735,0,0,0,0,0.089605735,0.537634409,0.448028674,0.089605735,0.17921147,0,0.089605735,0,0
16E0617,Vila Nova de Poiares,3.821843304,2.792885492,12.93546965,9.848596208,18.6682346,7.496692636,0.293987946,0,0,0,0,0,0.44098192,0.146993973,0.293987946,0,0.44098192,0.146993973,0.293987946,,0.146993973,0.146993973,0.44098192,0,0,0,0.146993973,0,0,,,0,0,0.293987946,0,0,0.293987946,0,0.881963839,0.587975893,2.498897545,0.881963839,0.881963839,0,,0.146993973,0,0.44098192,0,0.146993973,0.146993973,0,0,0,0,0,0,0.146993973,0,0,0.293987946,0,0.146993973,,,0,0.146993973,0,0,0,0
16F1002,Alvaiázere,3.687079192,3.045848028,20.35908945,10.09939083,28.05386342,8.015389548,0,0,0,0,0,0.160307791,0.320615582,0.160307791,0,0.160307791,0.320615582,0,0.641231164,0,0.320615582,0.160307791,0.160307791,0,0,0,0.160307791,0,0.480923373,0.801538955,0,0.641231164,0.320615582,1.122154537,0,0,0.801538955,0,1.60307791,0.801538955,2.244309073,2.564924655,0.160307791,0,0.961846746,0.320615582,0,0.160307791,0.160307791,0.160307791,0,0.160307791,0,0.160307791,0.160307791,0,0,0,0,0,0.320615582,0,0.480923373,1.282462328,0.961846746,0.160307791,0.480923373,0,0,0,0
16F1003,Ansião,3.178148085,2.490980931,16.74969936,9.362652465,25.76876825,6.442192063,0.257687683,0,0,0,0,0,0.687167153,0,0,0.171791788,0.858958942,,0.257687683,0.429479471,0.601271259,0.085895894,0.085895894,0.085895894,0.085895894,0,0.515375365,0.171791788,0,0.429479471,0.171791788,0.257687683,0.858958942,0.601271259,0,0,0.257687683,0,0.773063048,0.515375365,1.546126095,1.03075073,0.515375365,0,1.116646624,0.429479471,,1.03075073,0,0.171791788,,0,0,0.171791788,0.343583577,0,0,0,0,0,0,0,0.343583577,0.687167153,0.687167153,0.257687683,0.171791788,0,0,0,0
16F1004,Batalha,1.478434145,2.314070836,9.320563091,7.327890982,14.27010349,4.435302436,0.385678473,0,0,0,0,0.064279745,0.642797455,0.064279745,0,0.192839236,0.321398727,0,0.064279745,0.385678473,0.385678473,0.064279745,0.064279745,0,0,0,0.128559491,0.064279745,0,0.064279745,0.064279745,0.257118982,0.192839236,0.385678473,0.064279745,0,0.192839236,0,0.964196182,0.385678473,0.899916436,0.514237964,0.257118982,0,0.449958218,0.192839236,0,0.385678473,0,0.064279745,0.128559491,0.128559491,0,0.321398727,0.257118982,0,0,0,0,0,0.064279745,0,0.385678473,0.385678473,0.128559491,0.128559491,0,0,0.128559491,0,0.064279745
16F1007,Castanheira de Pêra,1.890359168,1.512287335,19.65973535,5.671077505,29.11153119,5.293005671,,0,0,0,0,0,1.134215501,0,0,1.134215501,1.134215501,0,0.378071834,0.378071834,0.378071834,0.378071834,1.512287335,0,0,0,,0.378071834,0,0.756143667,0,0.756143667,0.756143667,,0,0,0.378071834,0,1.512287335,,1.512287335,1.134215501,,0,,,,1.134215501,0,,0,0.378071834,0,,,0,0,0,0,0,0,0,0,0.756143667,,0,0,0,0,0.378071834,0
16F1008,Figueiró dos Vinhos,2.840371142,3.976519599,10.60405226,6.627532664,25.94205643,4.355235751,0.568074228,0,0,0.189358076,0,0,0.378716152,0,0,,0.378716152,0.568074228,0.378716152,0,0,0,0.378716152,0,0.189358076,0,0.378716152,0,0.378716152,0,0.189358076,0.189358076,1.704222685,,0,0,0.757432304,0,1.893580761,1.136148457,1.893580761,1.893580761,,0,,,0,0.189358076,0,0.189358076,,0,0,,,0,0,0,0,0,0,0,0.757432304,0.568074228,,0.189358076,0,0,0,0.189358076,0.189358076
16F1009,Leiria,1.819553199,2.107260328,11.27500914,7.985816816,16.03384058,4.821038389,0.132189762,0.007775868,0,0.015551737,0.007775868,0.069982815,0.412121024,0.04665521,0.031103473,0.178844973,0.194396709,0.09331042,0.085534552,0.163293236,0.303258866,0.015551737,0.202172578,0,0.031103473,0.015551737,0.279931261,0.038879342,0.077758684,0.171069104,0.04665521,0.178844973,0.272155393,0.365465813,0,0,0.272155393,0,0.497655576,0.443224497,0.598741864,0.7620351,0.38101755,0,0.458776234,0.124413894,0.007775868,0.272155393,0.023327605,0.077758684,0.015551737,0.007775868,0.015551737,0.248827788,0.202172578,0,0.015551737,0.023327605,0,,0.233276051,0,0.225500183,0.528759049,0.404345155,0.116638026,0.108862157,0.007775868,0.09331042,0,0.007775868
16F1010,Marinha Grande,2.690651907,2.66502665,10.68573186,8.07195572,15.29827798,4.663796638,0.256252563,0,0,0,0,0.076875769,0.4100041,0.051250513,0.025625256,0.128126281,0.256252563,0.179376794,0.153751538,0.256252563,0.333128331,0.051250513,0.102501025,0,0.025625256,0.025625256,0.256252563,0.051250513,0.076875769,0.256252563,0.051250513,0.179376794,0.281877819,0.461254613,0,0,0.307503075,0,0.61500615,0.435629356,1.02501025,0.794382944,0.461254613,0,0.4100041,0.20500205,0,0.384378844,0,0.128126281,0.076875769,0.051250513,0,0.4100041,0.153751538,0,0,0,0,0,0.153751538,0,0.102501025,0.486879869,0.307503075,0.051250513,0.076875769,0.051250513,0.076875769,0.025625256,0.025625256
16F1013,Pedrógão Grande,3.244837758,4.424778761,13.27433628,7.96460177,23.89380531,5.899705015,0,0,0,0,0,0,1.179941003,0,0,0.589970501,0,,0.589970501,0.294985251,0.294985251,0,0,0,0,0,0.884955752,0,0.294985251,0.294985251,0.589970501,0.294985251,2.064896755,0,0,0,1.179941003,0,2.654867257,,0.884955752,0.884955752,1.179941003,0,,,0,0.884955752,0,,0,0.294985251,0,0.294985251,0.294985251,0,0,,0,,0,0,0,1.474926254,1.179941003,0.294985251,0.589970501,0,,0,0
16F1015,Pombal,2.93140512,3.185460231,16.20089896,11.19796756,22.68907563,7.133085792,0.175884307,0.019542701,0,0.019542701,0.019542701,0.097713504,0.664451827,0.058628102,0.058628102,0.195427008,0.371311315,0.156341606,0.175884307,0.371311315,0.195427008,0.039085402,0.214969709,0,0.019542701,0.039085402,0.214969709,0.019542701,0.039085402,0.25405511,0.078170803,0.410396717,0.547195622,0.508110221,0.019542701,0,0.703537229,0,0.840336134,0.429939418,1.113933946,1.270275552,0.371311315,0,0.703537229,0.332225914,0.058628102,0.605823725,0,0.195427008,0.097713504,0.019542701,0.019542701,0.156341606,0.508110221,0,0,,0,0,0.195427008,0,0.312683213,0.879421536,0.703537229,0.175884307,0.23451241,0.019542701,0.078170803,0,0.058628102
16F1016,Porto de Mós,2.198086372,2.198086372,14.52460995,9.223342815,22.58425998,5.775364193,0.344797862,0,0,0,0,0.086199466,0.344797862,0.129299198,0.043099733,0.172398931,0.430997328,0.215498664,0.086199466,0.215498664,0.215498664,0,0.043099733,0,0.043099733,0.043099733,0.172398931,0.086199466,0.043099733,0.301698129,0.129299198,0.301698129,0.603396259,0.301698129,0,0,0.387897595,0,0.603396259,0.474097061,0.646495992,1.163692785,0.603396259,0,0.560296526,0.258598397,0,0.517196793,0,0.215498664,0,0.086199466,0,0.258598397,0.301698129,0,0,0,0,0,0.215498664,0,0.215498664,0.474097061,0.430997328,0.043099733,0.215498664,0,,0,0
16G0901,Aguiar da Beira,2.867520551,3.441024661,29.43987765,20.45497993,48.9390174,15.86694705,0.764672147,0,0,0,0,0,0.382336073,0.382336073,0,0.955840184,0.764672147,0,0,0,0.57350411,0,0,0,0.382336073,0,0.191168037,0,0.382336073,0.191168037,0.191168037,0,0.191168037,1.338176257,0,0,1.338176257,0,1.529344294,2.29401644,3.058688587,2.102848404,1.338176257,0,0.764672147,0,0.191168037,0.382336073,0,0.191168037,0,0,0,0.764672147,0.191168037,0,0,0,0,0,1.338176257,0,0.57350411,0.764672147,0.764672147,0,0.191168037,0,0,0,0
