ID,name,1_apa/bui,2_apa/bui,3_apa/bui,4_apa/bui,5-9_apa/bui,10-x_apa/bui,exres/bui,prres/bui,nores/bui,to1945/bui,1946-1980/bui,1981-2000/bui,2001-2010/bui,2011-2021/bui,a_floor/bui,p_bui_rep,ch/acc,fp/acc,hrs/acc,mh/acc,fh/acc,noh/acc,x-10mc/acc,10-15mc/acc,15-20mc/acc,20-30mc/acc,30-40mc/acc,40-60mc/acc,60-80mc/acc,80-xmc/acc,ac/acc,noac/acc,lo/acc,ho/acc,prop/acc,rent/acc,park/acc,nopark/acc,x-30m/acc,30-39m/acc,40-49m/acc,50-59m/acc,60-79m/acc,80-99m/acc,100-119m/acc,120-149m/acc,150-199m/acc,200-x/acc,res1/acc,res2/acc,p_acc_empty,a_acc/bui,n_acc/km2,a_rents,p_house_unem,p_house_empl,p_house_pens,ncr/house,0-14/pop,15-24/pop,25-64/pop,65-x/pop,a_age,p_pop_for,a_pop/km2,mar/fam,nomar/fam,dad/fam,mom/fam,p_fam_mono,r_young,r_old,i_age,i_lovi,p_pop_edu3,p_pop_edu2,p_pop_noedu,p_pop_active,p_pop_desem,p_pop_empl,A/empl,B/empl,C/empl,D/empl,E/empl,F/empl,G/empl,H/empl,I/empl,J/empl,K/empl,L/empl,M/empl,N/empl,O/empl,P/empl,Q/empl,R/empl,S/empl,T/empl,U/empl,a_com_tim,marf/pop,marm/pop,mardiv/pop,p_exp_cul,i_gini_inco,r_edu_bas,r_edu_sec,n_fire_rural,cri/pop,pers/cri,phys/cri,inju/cri,vio/cri,prop/cri,robb/cri,thef/cri,soci/cri,alco/cri,stat/cri,pets/cri,legis/cri,lice/cri,dis_ear_sec,dis_ear_sex,a_ear_mont,i_pp_pc,p_com_imt,p_com_ped,arti/ter,agri/ter,past/ter,agro/ter,fore/ter,scru/ter,open/ter,wetl/ter,wate/ter,inter/pop,a_temp,rel/pop,cat/rel,ort/rel,pro/rel,wit/rel,ocr/rel,bud/rel,hin/rel,jew/rel,mus/rel,onc/rel,nonrel/pop
1701510,Seixal,786.98298,51.95007,9.28456,7.85617,76.66749,67.25873,992.05068,7.91827,0.03105,30.80363,268.32071,477.9841,165.72475,57.16681,2.2,25.5,55.80893,80.99624,39.55045,412.69583,71.69722,339.25134,12.66029,21.72239,63.65682,144.97883,212.51518,270.38233,106.2872,167.79696,249.35588,750.64412,90.20641,8.72153,751.07353,180.5609,371.02793,628.97207,12.64548,28.53378,37.56626,59.05174,191.19258,268.96082,169.26289,103.13324,78.77514,50.87808,814.55572,104.95845,8,2.58,869.3,370.15,3.53,60.45,20.87,0.266,147.10493,108.50595,529.16094,215.22819,43.51,7.48,1744.44,580.45213,201.97121,30.50688,187.06977,21.76,23.07,33.75,146.31,44.54,21.56,51.95,3.89,47.54,9.23,50.59,2.58883,0.65417,79.08472,4.91322,7.25152,72.61264,154.78726,48.70071,63.37077,54.07324,37.89998,13.19471,52.34735,68.79898,108.66146,72.62655,100.51916,12.45703,27.64207,17.00836,0.80727,29.07,0.03603,0.01201,6.36009,10.2,38.2,106.3,115.3,53,23.78879,251.70412,160.06059,53.52184,77.25322,545.31684,20.70184,137.33906,82.80737,22.974,16.15754,7.82631,95.68291,67.40722,7.3,23.7,1408.7,95.99,54.7,14.4,461.7077,46.5165,22.00105,2.72394,332.53012,33.52541,1.8858,25.66789,73.33683,449.68079,18.26,831.22631,667.79379,6.53156,43.95072,12.4851,16.52397,1.93635,1.76294,0.26733,8.18612,4.23395,196.44219
1701511,Sesimbra,872.27342,55.52725,14.26388,10.42004,36.447,11.0684,994.02584,5.92785,0.04631,30.47284,249.479,444.17172,241.60608,34.27037,1.8,23.1,68.78436,190.30014,87.26954,303.4003,66.01158,284.23408,11.43163,18.58248,56.91492,149.09763,204.11539,275.72117,107.74919,176.38761,249.50139,750.49861,101.27937,5.64285,750.1581,174.19857,594.54201,405.45799,13.7666,26.94946,37.7487,53.94756,148.31931,196.08892,197.30505,162.7183,101.61989,61.53622,619.87757,309.92371,7,1.54,169.6,365.74,2.94,62.39,19.74,0.14589,149.45403,109.95724,536.59514,203.99359,43.35,4.98,267.63,604.58898,216.76408,28.72777,149.91916,17.86,23.12,31.55,136.49,46.36,19.62,49.88,4.41,47.63,8,51.52,26.05324,2.78831,89.40008,3.92106,6.9272,76.11206,168.12617,47.79332,66.70152,37.85997,27.57809,16.29417,46.00706,56.02753,119.24367,68.53135,87.52668,12.11171,26.83745,13.54943,0.60994,27.02,0.11454,0.03818,5.68876,5.4,37.7,107.4,86.6,15,34.0562,258.96861,144.61883,53.25112,65.58296,498.87892,9.52915,102.57848,99.77578,39.79821,20.17937,5.60538,115.47085,61.09865,10.4,8.9,1061.5,94.05,65.1,14.7,151.38974,93.29655,31.26916,16.50317,524.93358,154.35316,13.02882,3.8831,11.39383,518.53619,17.79,825.09927,689.57938,10.59646,27.02328,11.01291,12.60932,2.12855,0.92545,0.37018,2.66068,3.53986,197.65577
1701512,Setúbal,791.80707,47.21692,14.25033,14.04734,69.18111,63.49722,987.65783,12.09857,0.2436,103.32508,390.56474,295.5625,173.64297,36.90471,2.1,33.7,61.34574,76.12031,35.82247,396.43143,61.20894,369.07112,13.23067,20.96973,61.52162,137.15335,198.59681,274.15036,109.55852,184.81893,207.78206,792.21794,82.96039,6.84008,686.13809,244.64031,337.7631,662.2369,15.98624,30.36995,43.24884,61.93203,176.1418,246.75096,175.51643,127.1473,76.74569,46.16076,809.70013,88.51966,10.2,2.57,274.9,314.19,3.54,58.4,22.91,1.15169,141.83455,109.34767,518.09775,230.72002,44.61,6.92,536.17,577.22506,205.67357,31.43318,185.66819,21.71,22.61,36.77,162.67,46.94,22.59,51,4.93,45.76,9.12,48.46,14.34913,0.62303,158.13247,4.69218,7.1843,59.92757,151.39597,46.6298,61.15416,35.78521,22.25381,11.87648,46.20147,56.59826,88.97629,79.4751,108.03707,12.4411,23.77244,10.12422,0.36992,23.15,0.06478,0.06478,7.53061,8.2,40.2,113.3,132.6,47,30.5516,252.31911,170.9515,69.44076,68.64564,539.09356,24.11874,107.60668,80.30745,26.50411,18.81792,7.15611,100.45057,65.20011,18.1,14.2,1290.7,104.81,60.5,20.2,169.71302,155.16867,42.6779,26.44032,199.23588,100.42113,3.82061,116.31138,186.2545,454.59772,17.7,830.89331,653.81242,12.9517,38.00725,8.54676,17.10326,2.55331,1.24742,0.49702,3.06982,3.66429,214.82477
1701111,Sintra,732.56116,63.436,17.24407,11.79037,80.38574,94.58266,986.82456,13.03693,0.13851,82.68841,447.23766,332.06946,112.64045,25.36401,2.5,32.1,59.33515,88.96028,39.52412,369.98439,31.90399,410.29207,13.18994,28.41714,76.7955,166.80052,218.37842,245.65287,104.82739,145.93822,63.32478,936.67522,69.93934,12.15172,681.05807,249.57067,317.23116,682.76884,12.70675,28.63915,44.65644,71.04938,222.51823,272.36577,156.51629,94.56927,55.18228,41.79644,831.89114,75.57511,9.3,3.19,577.2,392.69,3.43,63.9,17.99,0.28064,147.56772,120.90839,552.88299,178.64089,42.07,9.91,1207.93,549.00729,213.09187,31.51715,206.38368,23.79,21.9,26.51,121.06,45.95,21.44,53.87,3.89,50.53,9.1,53.88,5.031,0.93167,87.33385,3.56857,8.2269,74.79306,175.26058,46.53251,68.94332,50.94239,33.54564,11.4115,52.67586,78.38421,78.62136,64.16077,94.15478,13.89595,27.71284,23.00369,0.86956,26.26,0.06743,0.03371,5.34224,4.7,39,102.5,98,109,26.73714,241.51309,163.72454,50.63046,91.65858,573.90883,43.16198,126.28516,79.14646,32.00776,18.33172,6.59554,79.72842,50.33948,2,7.1,1294,97.85,58.4,15,284.74767,299.81518,76.30862,0.62651,200.41976,132.44369,5.07471,0,0.53253,435.69343,16.85,830.38386,685.77862,11.98622,42.30155,11.46155,17.46091,2.5484,2.1018,0.36227,13.25105,4.49718,172.92781
1701114,Vila Franca de Xira,596.72557,79.08269,22.04622,24.82416,157.75164,119.56971,983.56877,16.25392,0.17732,119.09687,426.85738,290.26538,146.9354,16.84497,2.8,28.7,82.90649,59.6862,20.68618,415.68268,56.99035,364.04809,10.99908,21.40508,64.52077,162.99132,230.4955,265.43376,107.16917,136.98532,195.61115,804.38885,47.50094,6.59586,712.04687,233.56877,383.08082,616.91918,11.98756,26.83273,41.37237,65.27561,209.59364,247.87477,196.00654,120.05535,49.92721,31.07421,852.90556,62.06601,8.5,3.86,205.3,330.48,2.79,64.91,18.57,0.84387,152.11337,110.71847,552.30533,184.86283,42.3,6.36,432.21,599.72408,206.86948,28.09162,165.31481,19.34,22.94,27.88,121.53,43.52,21.34,52.81,3.74,50.73,7.83,55.14,5.72299,0.4821,101.61426,4.63438,7.52698,53.55976,178.95244,93.57407,50.014,49.76517,32.2696,9.98414,46.23495,64.85024,86.49809,69.31355,94.16503,10.65286,26.4222,13.24998,0.5132,26.04,0.02908,0.00727,5.77333,10.7,35.5,101,121.2,26,23.22419,293.98873,188.16531,65.43519,96.74389,486.85034,22.54227,100.50094,92.67376,48.84158,36.63118,9.07952,80.15028,56.04258,10.5,7.3,1315.6,98.94,58.3,17.1,106.44583,457.2111,120.43119,0.72284,51.95009,60.65558,0,32.55916,170.0242,420.82761,17.75,829.17785,702.82192,11.88221,35.10295,10.50545,14.15343,1.68368,2.27121,0.3683,5.71749,3.84089,175.49753
1811501,Alcácer do Sal,904.96304,65.20591,12.93559,6.99578,8.71172,1.18796,993.53221,5.80781,0.65998,121.17212,461.85322,252.50792,145.85533,18.6114,1.3,29.2,35.9651,252.60694,84.91168,309.21473,45.96723,271.33433,14.89679,21.06831,67.67397,124.9202,168.75931,281.54927,124.9202,196.21196,196.21196,803.78804,149.39349,5.10747,718.23792,160.88529,439.66801,560.33199,22.13237,40.85976,62.77931,74.48393,143.00915,189.18919,169.61056,123.00489,97.68036,77.25048,529.94248,275.17762,19.5,1.17,5.9,217.92,1.89,56.02,30.28,1.0618,111.05112,89.63283,488.21094,311.10511,49.66,3.17,7.41,649.86737,186.56057,31.24079,132.33127,16.36,19.22,53.84,280.15,49.46,10.72,31.82,10.49,43.74,5.19,46.65,167.10069,3.25521,95.2691,2.60417,6.07639,73.56771,123.04688,31.03299,76.38889,7.8125,11.71875,7.16146,23.4375,44.48785,140.84201,59.67882,89.84375,6.2934,15.625,14.75694,0,18.2,0,0.08999,8.7293,13,35.5,106.7,76.1,36,45.89633,262.7451,133.33333,50.98039,54.90196,474.5098,0,127.45098,143.13725,50.98039,,,96.07843,21.56863,6,7.2,1082.9,87.7,66.3,21.5,11.68101,152.10652,62.83211,172.3016,522.11192,8.32072,0.06667,9.51416,61.07863,462.473,17.49,868.61051,728.76088,6.42354,11.81102,3.52259,6.21633,1.55408,2.48653,0,1.55408,3.10816,203.7437
1811505,Grândola,911.56463,48.44362,7.31808,10.30715,16.59452,5.77201,995.46485,4.329,0.20614,101.11317,389.81653,295.60915,144.91857,68.54257,1.4,29.7,39.92902,279.68057,100.44366,263.70896,54.30346,261.93434,13.48713,17.3913,64.06389,123.69122,184.20586,267.61313,114.46318,215.08429,221.6504,778.3496,141.25998,4.79148,713.3984,154.56965,494.5874,505.4126,15.61668,30.52351,49.15705,58.74002,170.89618,203.72671,174.09051,133.27418,99.73381,64.24135,449.68478,415.60929,13.5,1.29,15.2,276.54,2.3,56.77,28.13,1.23982,121.76241,92.75069,509.33295,276.15396,47.53,5.82,16.74,555.41902,266.65028,25.31334,152.61735,17.79,20.22,45.87,226.8,53.03,11.63,36.67,9.3,43.84,6.37,46.73,73.68236,5.9933,82.84858,2.6441,10.04759,96.0691,135.73065,42.48193,100.12339,7.75604,10.75269,11.63406,25.91222,62.57712,140.49004,60.10929,80.55702,7.57976,21.50538,21.15283,0.35255,17.65,0,0,7.23484,11.3,42.3,116.1,122.3,22,46.0136,261.00629,155.66038,67.61006,67.61006,408.80503,6.28931,70.75472,163.52201,75.4717,40.8805,7.86164,117.92453,44.02516,4.4,11.8,1143.8,95.38,65.2,25.6,25.19553,73.50413,70.69521,177.55527,595.93917,15.63068,13.13655,2.74838,25.59508,536.17422,17.15,836.99899,627.62555,10.0268,20.65866,5.18627,8.98954,1.55588,3.71683,0.77794,2.16095,2.16095,265.44639
1810211,Odemira,903.30362,69.90037,13.00472,6.18773,6.03041,1.57315,996.32931,3.51337,0.15732,189.25013,313.05716,303.25118,165.33823,29.1033,1.3,27.7,49.3474,329.87663,103.79045,141.15859,29.41176,346.41516,31.02092,41.03343,89.39746,136.06294,171.82192,251.38566,103.61166,175.66601,60.52208,939.47792,121.13356,38.97729,689.34382,171.10674,501.34096,498.65904,35.2226,41.56982,62.84642,84.21241,171.46433,193.5455,176.73878,115.76971,75.98784,42.64259,505.49053,315.4232,17.9,1.16,13,345.71,2.25,56.17,24.67,16.75586,100.04063,92.62645,580.87887,226.45406,45.63,28.16,17.17,601.31069,233.11489,28.75485,136.81958,16.56,14.85,33.62,226.36,53.83,11.21,37.55,15.18,51.07,5.11,53.85,401.95599,2.86413,40.23751,1.53685,4.33112,61.12469,128.46664,19.5599,71.4635,5.86797,7.33496,4.61055,22.49389,37.37338,66.01467,43.52078,48.8299,5.51869,13.4125,13.27279,0.20957,17.32,0,0,5.3829,4.1,36.3,111.4,129.2,46,26.6775,266.49746,131.9797,64.72081,50.76142,350.25381,,53.29949,215.73604,90.10152,19.03553,15.22843,133.24873,95.17766,3.5,1.8,974.7,79.51,56.5,22.9,8.6249,151.44717,121.01011,72.3701,560.33942,70.96943,2.22597,1.77264,11.24027,346.67208,16.75,818.6404,566.64323,18.11339,17.24494,4.59038,6.9476,31.80183,70.22042,1.19929,31.96725,29.89951,181.22419
1811509,Santiago do Cacém,901.08811,45.48889,6.87623,7.70742,27.1271,11.71226,995.61735,4.30709,0.07556,194.42345,418.76984,243.53937,124.14992,19.11742,1.4,34.6,36.32338,245.98229,94.78518,309.60971,52.14825,261.1512,9.34733,10.65923,41.57101,112.98786,171.44966,285.58544,129.38668,239.01279,175.22138,824.77862,144.71958,3.52575,756.47753,130.94457,462.11873,537.88127,12.21712,23.36832,35.58544,50.91833,137.34011,237.78288,189.40636,148.49131,91.42342,73.46671,658.46021,207.10506,13.4,1.4,17.5,286.2,2.56,56.87,27.14,0.32779,122.92957,82.63719,503.60075,290.83249,48.42,4.36,26.21,608.1383,226.15547,28.69575,137.01047,16.57,20.97,49.61,236.58,49.51,15.63,42.46,8.19,44.69,6.65,47.57,72.15605,6.2144,140.08286,8.89004,10.52995,66.11428,153.37476,60.93561,54.11704,9.06266,16.91697,5.86915,34.95598,42.55136,95.54635,62.14397,122.99327,8.02693,20.19679,9.23528,0.08631,16.39,0.03601,0,6.94945,8.5,39.6,111.8,121.2,24,29.23808,264.77833,169.95074,54.18719,76.35468,440.8867,,55.41872,169.95074,78.81773,23.39901,13.5468,86.2069,52.95567,3.5,6.6,1104.2,95.81,68.5,21.1,18.17513,190.34812,112.98587,200.22837,456.3127,7.44557,2.06664,1.00973,11.42787,435.1145,16.89,847.1122,658.84553,9.77642,14.40959,5.22826,8.88379,1.95528,3.18796,0.21253,2.59288,2.63538,247.5875
1811513,Sines,828.86724,72.06659,23.34551,12.99229,35.93179,26.79659,993.70686,6.09013,0.203,42.22493,368.45311,395.04669,141.0881,53.18717,1.8,23.8,39.30871,138.93595,69.63741,305.6591,25.92342,420.53541,18.12945,19.14605,64.89326,125.72009,204.67638,270.75568,107.42121,189.25788,102.84649,897.15351,105.04914,4.57472,691.96882,197.56015,374.11047,625.88953,26.43172,33.20908,36.93663,61.16571,147.91596,229.92206,201.796,141.30803,76.58421,44.7306,682.07558,197.04149,12.1,1.76,42.7,298.6,3.21,61.92,19.07,0.33789,141.35794,94.94295,538.80828,224.89083,44.87,6.25,69.84,563.83473,249.76787,25.76602,160.63138,18.64,22.3,35.49,159.09,47.64,15.86,44.32,5.86,48.1,8.17,51.44,33.16855,2.39196,147.98278,11.95982,4.30553,74.46978,152.28831,93.92441,71.43996,10.84357,11.64089,6.2191,35.71998,64.42354,104.44905,58.68283,81.9646,8.4516,18.81678,6.85696,0,13.42,0.07043,0,6.19806,5.4,39.1,111.3,156.8,9,43.24553,270.35831,180.78176,68.40391,89.57655,467.42671,17.91531,83.06189,135.17915,94.46254,,,87.94788,47.23127,27.9,17.9,1849.6,120.33,65.4,25.9,93.55632,282.6365,40.03935,23.80718,481.70192,36.64535,20.60994,0.39351,20.60994,507.60671,16.9,839.34357,562.47378,12.58706,38.51641,6.20962,15.10447,3.10481,1.59436,0.25174,2.4335,2.76915,297.92929
1840201,Aljustrel,968.88489,23.56115,2.33813,0.89928,3.95683,0.35971,1000,0,0,220.86331,298.20144,276.25899,177.69784,26.97842,1.2,36.2,34.76152,320.66828,98.89518,309.62005,78.95446,157.10051,11.85664,19.40178,50.39073,107.78766,166.26246,272.43331,129.34519,242.52223,355.69927,644.30073,183.77796,5.92832,826.46187,75.45136,520.34492,479.65508,12.66505,26.94691,42.57613,50.6602,141.4713,187.01159,181.08327,149.82485,123.95581,83.8049,632.30533,197.64866,17,1.06,12.9,260,2.47,54.58,30.11,4.82574,119.33739,87.2211,507.09939,286.34212,48.28,2.85,19.36,647.94976,204.6546,29.1836,118.21204,14.74,20.08,48.18,239.94,48.8,12.03,33.47,9.01,42.55,6.44,45.21,107.27427,148.88197,106.14209,2.26436,4.81177,59.15652,148.31588,16.1336,48.40079,3.39655,14.43532,2.54741,20.94537,34.53156,102.4625,63.40221,85.47976,4.81177,18.68101,7.92528,0,16.11,0,0,7.88821,8.6,34.5,107.7,93.4,16,26.14379,336.2069,193.96552,56.03448,120.68966,366.37931,,30.17241,202.58621,77.58621,,,73.27586,30.17241,17.6,14.4,1278.8,84.21,63.8,24.7,21.46269,569.89552,124.52287,136.10487,121.6001,4.27509,0.15268,0,21.98617,378.97228,17.41,842.57381,643.97486,4.68102,16.98542,4.14605,7.22215,1.87241,0.9362,0.40123,2.80861,2.67487,264.81857
1840202,Almodôvar,952.44592,31.57279,4.28766,4.87234,6.82128,0,998.83064,1.16936,0,283.57045,330.34496,256.87001,105.43754,23.77704,1.3,31.8,71.97497,393.25452,114.04729,202.7121,55.28512,162.72601,10.77886,13.2128,49.37413,92.14186,155.4242,302.15577,121.3491,255.56328,331.363,668.637,196.80111,5.91099,808.41446,97.35744,440.89013,559.10987,18.42837,33.7274,32.68428,58.06676,115.78581,190.89013,168.9847,156.81502,135.60501,89.01252,515.50457,331.06291,15.3,1.09,7.2,250.37,1.6,52.22,31.65,0.34746,108.90942,85.81645,478.99285,326.28129,50.27,2.86,8.63,666.82999,189.12298,26.45762,117.58942,14.4,19.28,57.77,299.59,53.84,9.53,31.89,12.82,41.21,6.07,43.44,74.28791,150.50038,60.04619,1.15473,5.38876,90.83911,130.48499,19.24557,52.73287,4.23403,9.23788,2.30947,23.09469,33.10239,155.88915,56.9669,102.77136,4.61894,19.24557,3.84911,0,16.42,0,0,8.49225,5.8,38.2,111.5,131.4,11,28.4565,324.60733,109.94764,52.35602,26.17801,350.78534,0,20.94241,172.77487,47.12042,0,52.35602,99.47644,15.70681,6.9,5.6,978.5,80.38,55.2,31.6,9.64159,78.75251,139.39168,261.41564,416.40099,82.75055,0,0,11.63419,335.07151,17.4,869.78546,820.82905,4.62487,9.59233,9.59233,4.79616,1.37033,0.34258,0,0.68517,1.54162,127.53278
1840203,Alvito,955.23291,33.8778,7.25953,3.62976,0,0,998.79008,1.20992,0,230.49002,332.12341,298.85057,127.04174,11.49425,1.2,59.6,42.76316,327.85088,111.84211,239.03509,28.50877,250,6.57895,8.77193,29.60526,89.91228,142.54386,276.31579,125,321.27193,257.67544,742.32456,232.45614,5.48246,741.22807,148.02632,439.69298,560.30702,7.67544,12.0614,17.54386,28.50877,99.7807,162.2807,195.17544,155.70175,176.53509,144.73684,521.44082,224.12807,25.4,1.06,6.6,203.28,2.72,55.93,29.71,7.61697,128.50877,102.63158,468.42105,300.4386,48.1,2.94,8.61,637.18141,190.4048,25.48726,146.92654,17.24,22.5,52.61,233.79,56.79,12.33,34.7,13.74,41.23,7.23,43.89,128.44037,13.76147,73.3945,3.44037,5.73394,58.48624,98.62385,18.34862,52.75229,13.76147,12.61468,4.58716,30.9633,40.13761,193.80734,72.24771,137.61468,8.02752,19.49541,13.76147,0,17.09,0,0,12.7193,4.3,,98.2,194.9,8,45.61404,269.23077,134.61538,0,96.15385,423.07692,0,,173.07692,38.46154,,0,,96.15385,7.1,10.4,1039.8,72.37,51.4,31.4,9.25052,269.66207,271.02133,305.19162,99.26373,2.75628,0,0.07551,42.81669,387.7193,17.52,816.66667,762.62084,5.37057,6.98174,4.83351,6.98174,2.14823,0,0,2.14823,1.61117,169.29825
1840204,Barrancos,967.92763,20.55921,2.46711,8.22368,0.82237,0,995.88816,4.11184,0,278.78289,410.36184,191.61184,101.97368,17.26974,1.3,27.5,31.71953,90.15025,45.07513,530.88481,126.87813,175.29215,10.01669,10.01669,55.09182,133.55593,188.64775,292.15359,96.82805,213.68948,402.33723,597.66277,207.01169,5.00835,838.06344,88.4808,215.35893,784.64107,6.6778,25.04174,51.75292,73.45576,151.91987,212.02003,208.68114,103.50584,75.12521,91.8197,467.96875,419.53125,11.3,1.05,7.6,196.08,2.34,52.75,27.55,,122.39221,101.5299,501.39082,274.68707,48.23,1.04,8.54,667.43649,140.8776,34.64203,157.04388,19.17,20.3,45.56,224.43,56.71,8.71,37.25,8.72,43.25,9.32,44.69,138.29787,0,99.29078,0,14.1844,63.82979,109.92908,7.0922,35.46099,8.86525,7.0922,0,14.1844,26.59574,294.32624,58.51064,92.19858,1.77305,24.8227,3.5461,0,16.59,0,0,9.04033,11.3,,85.6,18.2,1,54.93741,468.35443,240.50633,75.94937,126.58228,265.82278,0,37.97468,189.87342,50.63291,37.97468,0,37.97468,37.97468,9.3,0.1,933.6,67.19,51.1,42.1,5.64066,47.79717,77.90049,472.5092,339.98337,34.37834,0.53438,0,21.25638,296.24478,17.44,865.78581,817.67068,1.60643,4.01606,0,2.40964,0.80321,0,0,0,0,150.20862
1840205,Beja,885.98575,31.91805,9.57542,8.462,55.0772,8.98159,996.51128,3.34026,0.14846,269.89311,396.22922,215.92933,105.62648,12.32185,1.4,31.7,40.02965,202.44626,83.69162,439.1401,75.53744,159.15493,8.08006,14.08451,41.80875,112.08302,174.64789,290.65975,115.12231,243.51371,389.62194,610.37806,156.7828,5.93032,757.3017,153.07635,388.73239,611.26761,8.15419,18.30986,27.3536,43.7361,131.28243,235.87843,204.89251,151.29726,101.03781,78.05782,668.94773,182.13825,14.9,1.5,17.7,265.78,2.12,60.97,24.73,5.51592,141.3727,104.98892,518.20686,235.43151,45.23,4.51,29.13,605.41826,209.4923,29.05594,156.0335,18.51,22.69,37.78,166.53,51.17,22.93,47.79,6.8,45.79,5.83,50.22,118.61935,10.62574,48.40614,5.13925,21.66817,38.75269,152.16334,18.8902,52.92034,18.95965,14.376,4.58365,34.30794,32.91895,132.85645,96.18724,160.28891,8.05612,20.00139,10.20904,0.06945,14.65,0.02995,0.02995,6.73774,10,38.3,121.8,164.3,81,28.98724,291.32231,181.81818,94.00826,64.04959,427.68595,14.46281,71.28099,174.58678,61.98347,26.8595,12.39669,66.1157,33.05785,9.1,3.7,1182.2,101.74,66.6,24.9,22.50366,582.37387,69.83114,176.2787,117.69067,5.89631,0.12211,0,25.29482,431.33497,17.77,795.7717,703.24377,8.3164,16.78332,6.43486,6.47249,1.27945,2.9352,0.18815,4.36517,2.78468,196.71198
1840206,Castro Verde,972.10392,22.14651,2.55537,1.91652,1.27768,0,998.29642,1.70358,0,267.67462,268.73935,295.1448,136.07325,32.36797,1.3,40.1,49.01269,335.33145,125.1763,241.53738,76.51622,172.42595,8.81523,13.75176,40.19746,87.44711,166.43159,293.72355,128.34979,261.2835,365.65585,634.34415,202.04513,3.52609,805.35966,107.19323,489.06911,510.93089,13.39915,20.09873,28.91396,44.78138,124.11848,174.54161,165.72638,167.84203,141.04372,119.53456,581.38581,242.51743,17.6,1.04,8.6,266.7,2.11,58.7,26.2,0.70423,121.19889,96.75542,512.29449,269.7512,47.74,2.18,12.07,637.54826,211.87259,24.6139,125.96525,15.06,19.9,44.29,222.57,52.8,15.83,39.48,7.83,44.62,6.03,47.72,75.9889,165.16308,41.29077,2.77585,4.85774,64.19153,117.97363,17.00208,53.7821,9.02151,10.06246,1.38793,24.63567,34.00416,124.91325,80.84663,140.87439,4.51076,18.04303,8.67453,0,15.72,0,0,6.83835,11.1,37.2,118.3,94.1,13,23.425,316.77019,136.64596,80.74534,43.47826,329.19255,,31.0559,279.50311,124.2236,,,55.90062,37.26708,36.6,19.8,2038.8,103.48,59,29.3,15.33085,615.62237,113.46235,126.10635,93.30219,24.91922,0,0,11.27423,389.34963,17.59,859.30452,680.15577,6.0955,11.00576,8.12733,6.60345,0.67728,0.33864,0.33864,0.50796,1.86251,244.28925
1840207,Cuba,987.93935,8.27016,0.68918,2.75672,0.34459,0,999.31082,0.68918,0,205.72019,330.80634,265.67884,184.70021,13.09442,1.2,18.5,48.50964,274.69316,104.61718,348.91876,50.263,172.99825,6.42899,8.18235,33.31385,82.40795,132.0865,302.16248,127.99532,307.42256,306.25365,693.74635,234.95032,4.09117,776.1543,144.36002,526.59264,473.40736,4.67563,15.78025,23.96259,22.79369,79.48568,127.99532,188.77849,172.41379,189.9474,174.16715,578.82273,228.01083,19.3,1.02,17.2,198.36,2.8,56.96,26.73,3.49447,131.94603,96.04391,504.91653,267.09353,46.99,4.48,25.41,684.375,181.25,32.8125,101.5625,13.44,21.96,44.44,202.43,54.54,14.38,37.68,9.11,44.36,6.75,47.66,176.89331,8.29187,59.70149,1.65837,18.79491,66.33499,111.6639,18.24212,40.90658,13.81979,13.267,0,25.42841,29.85075,176.89331,76.28524,125.48369,5.52792,20.45329,9.95025,0.55279,16.42,0,0,10.29042,9.1,36.5,111.9,144,5,35.44477,245.16129,148.3871,64.51613,70.96774,393.54839,,,219.35484,103.22581,,,103.22581,83.87097,5.1,5.6,1083.3,73.66,63.8,24,17.89761,464.46627,193.32907,213.55105,85.42042,3.66088,0,0,21.55849,396.06677,17.46,815.00114,765.99327,19.92144,12.0651,11.22334,3.92817,1.40292,1.40292,0,2.80584,0.56117,147.26732
1840208,Ferreira do Alentejo,956.17047,34.13452,2.42375,1.81781,5.45344,0,998.78812,1.21188,0,301.9592,379.51929,173.90426,125.83317,18.78408,1.2,19.5,51.56951,290.5189,90.32671,315.82319,84.88149,166.8802,12.17168,14.09353,42.6009,98.3344,153.7476,294.6829,108.26393,276.10506,371.23639,628.76361,171.36451,5.76553,757.84753,117.87316,497.75785,502.24215,14.73414,18.25753,37.15567,52.53043,106.02178,211.40295,195.06726,147.66176,123.31839,93.8501,595.00667,192.68153,21.2,1.07,8.2,237.35,2.98,55.88,28.9,0.31377,117.7772,88.75586,502.21239,291.25455,48.11,9.58,11.85,606.03332,221.52184,36.47006,135.97479,17.24,19.93,49.28,247.29,50.09,10.83,32.35,10.96,45.77,7.53,47.97,294.28044,19.37269,61.19311,2.76753,7.99508,51.96802,119.6187,23.06273,46.43296,7.07257,9.8401,3.07503,19.9877,64.57565,103.62854,49.20049,89.7909,2.46002,13.53014,10.1476,0,17.05,0,0.13014,10.80167,5,35.5,98.4,51.2,21,41.51484,435.73668,231.97492,100.31348,109.71787,354.23197,,28.21317,178.68339,43.88715,9.40439,0,21.94357,15.67398,2.8,5.1,1092.3,74.93,55.4,26.8,17.4172,526.49604,92.74772,212.03005,130.74467,7.55928,0.01543,0,12.98962,382.48308,17.6,845.78345,672.25727,18.15664,12.00185,4.61609,6.00092,5.23157,6.6164,0.15387,10.46315,8.1551,216.81416
